asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\threeLineExmp\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-12_14-35-46\config.json[MAIN]
asn=59866	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=59866	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=59866	id=2   	App	generate a packet, seqnum=50 for=1 [PACKET_SOURCE]
asn=59866	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=59866	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=59866	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=59866	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 50], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=59866	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=59867	id=1   	App	rx app packet seqnum=50 from=2 at cell [ts: 2, co: 2][NODE]
asn=59867	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=50 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=59867	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=59867	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=59870	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=59870	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=59870	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=60000	id=-1  	Main	ending simulation at 600.000 seconds[SIMULATOR]
asn=60000	id=-1  	Main	aggregate stats method called [NETWORK]
asn=60000	id=1   	Node	aggregate stats method called for Node 1 [NODE]
asn=60000	id=1   	Node	Final routes for Node 1 [NODE]
asn=60000	id=1   	Node	Total Routes 0 [NODE]
asn=60000	id=1   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=60000	id=2   	Node	aggregate stats method called for Node 2 [NODE]
asn=60000	id=2   	Node	Final routes for Node 2 [NODE]
asn=60000	id=2   	Node	Total Routes 1 [NODE]
asn=60000	id=2   	Node	route destination: 1 and next hop id: 1
asn=60000	id=2   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=60000	id=-1  	Main	packet stats: PDR=100.00% generated=50 received=50 lost=0 (tx_limit/queue/routing/scheduling/other=0/0/0/0/0)[NETWORK]
asn=60000	id=-1  	Main	link stats: PAR=100.00% tx=50 acked=50[NETWORK]
asn=60000	id=-1  	Main	simulation completed, results saved at E:\tsch-new-manual\tsch-sim\results\2022-01-12_14-35-46[MAIN]
